team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1384,CLASSIC,0,0,1,2,1,1,0,0,1,0,0,0,23,29,58,66,20,37,31687,34282,38,20,39069,49488,1,3,354642,468406,4,8,86,111,18957,25594,57934,63909,424,506,65,123,-1.1999999999999995,0.0,0.6000000000000001,0.0,-208.55,0.0,64.54999999999998,0.0,-106.15,0.0,5.8500000000000085,0.0,Teemo,Yone,Gragas,Pantheon,6,8,5,4,Marksman,Assassin,Fighter,Fighter,Singed,Yasuo,Qiyana,Sett,5,10,8,2,Tank,Fighter,Assassin,Fighter
0,2641,CLASSIC,0,1,1,4,0,2,0,0,0,0,0,0,57,62,88,89,33,41,11274,100898,41,33,70282,80120,1,3,948666,1008920,4,36,208,278,44634,89022,183316,153277,766,785,146,205,-4.425000000000002,-0.375,2.8499999999999988,0.1250000000000001,-441.9,-387.75000000000006,-377.25,-295.575,-179.45000000000005,-76.5,103.025,53.40000000000007,Riven,Rammus,Ekko,Ezreal,8,5,8,7,Fighter,Tank,Assassin,Marksman,Singed,Trundle,Chogath,Sett,5,5,5,2,Tank,Fighter,Tank,Fighter
1,1650,CLASSIC,0,0,3,0,0,1,0,1,1,1,0,1,39,11,71,66,34,12,57708,25903,12,34,54011,42147,3,0,610083,462337,23,4,142,64,45370,21534,77238,57178,578,523,125,131,-0.4,-0.6,0.0,0.0,-18.04999999999997,175.65000000000003,0.0,0.0,62.44999999999999,-5.450000000000017,0.0,0.0,Tryndamere,Hecarim,Chogath,Qiyana,5,6,5,8,Fighter,Fighter,Tank,Assassin,Viego,Graves,Yasuo,Veigar,5,3,10,7,Assassin,Marksman,Fighter,Mage
0,941,CLASSIC,0,0,0,2,0,0,0,0,0,0,0,1,10,24,46,49,11,19,7133,14700,19,11,25722,31130,0,2,195185,251868,0,0,74,57,15000,11819,23822,42491,256,327,37,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,2682,CLASSIC,0,2,3,2,1,0,0,1,1,1,1,1,36,89,86,90,42,51,79622,80173,52,42,82331,85475,3,7,1068047,958679,61,2,120,176,49695,46354,155012,149301,786,779,211,176,-1.9,-1.0,0.0,0.0,-259.74999999999994,-78.69999999999997,0.0,0.0,-121.575,1.8750000000000144,0.0,0.0,Akali,Bard,Samira,Pantheon,7,9,6,4,Assassin,Support,Marksman,Fighter,LeeSin,Karthus,Orianna,Caitlyn,6,7,7,6,Fighter,Mage,Mage,Marksman
1,1871,CLASSIC,1,0,1,3,0,1,1,1,1,1,0,1,25,49,74,77,39,45,52546,52491,45,40,59382,62102,1,4,622752,666483,19,17,82,116,42774,47942,106362,115884,505,556,118,136,2.966666666666667,-2.2333333333333334,-2.0,-0.2666666666666666,2.5333333333333035,-19.800000000000033,18.499999999999925,308.3333333333333,123.3,-123.4,-63.16666666666666,-45.1,Darius,Nidalee,Akali,Thresh,2,8,7,7,Fighter,Assassin,Assassin,Support,Yone,Volibear,Vladimir,Lulu,8,3,7,5,Assassin,Fighter,Mage,Support
1,915,CLASSIC,0,0,2,0,0,0,0,1,1,0,0,1,11,7,48,42,24,9,20512,2008,9,24,30960,21733,2,1,235337,174393,9,0,55,54,16638,8270,33851,21628,352,225,54,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1902,CLASSIC,0,1,1,4,1,0,0,1,0,0,1,1,58,52,72,76,30,37,37060,63958,37,30,55901,63752,2,3,515127,692061,3,52,167,147,44552,53514,92284,117467,526,587,163,133,0.0,-0.7666666666666667,0.0,0.0,0.0,-8.433333333333394,0.0,0.0,0.0,-117.73333333333336,0.0,0.0,,RekSai,Jhin,Rakan,0,3,6,5,,Fighter,Marksman,Support,Riven,Kayn,Rumble,Rell,8,8,10,0,Fighter,Fighter,Fighter,Tank
0,1928,CLASSIC,1,1,1,3,0,1,1,0,0,0,0,1,32,69,71,81,23,44,19412,87766,44,23,53648,70475,2,5,546549,839082,4,71,77,95,24805,33790,80469,103484,599,710,106,204,-2.566666666666667,-0.6,0.0,0.0,-221.33333333333331,254.56666666666663,0.0,0.0,-144.73333333333332,-147.86666666666667,0.0,0.0,Gnar,LeeSin,Katarina,,8,6,8,0,Fighter,Fighter,Assassin,,Irelia,Elise,Fizz,Sivir,5,9,6,4,Fighter,Mage,Assassin,Marksman
0,1478,CLASSIC,0,1,1,3,0,1,0,1,1,0,0,0,22,26,61,70,17,36,20274,71664,36,17,41142,53976,0,6,384390,557877,1,26,59,99,18146,21142,53873,71132,468,534,60,120,-2.7,-0.15000000000000013,-0.9499999999999996,2.0500000000000003,31.54999999999996,377.25,-117.59999999999998,297.19999999999993,-151.4,-37.80000000000001,-94.3,56.95000000000003,Jax,Ekko,Qiyana,Vayne,5,8,8,8,Fighter,Assassin,Assassin,Marksman,Riven,Amumu,Tristana,Varus,8,3,4,2,Fighter,Tank,Marksman,Marksman
1,2031,CLASSIC,1,1,1,3,0,1,0,0,1,1,0,0,40,28,77,75,30,20,77185,59700,20,30,64032,57533,2,1,794449,675002,9,14,141,162,40922,38405,88495,73056,674,676,189,208,-0.16666666666666682,-0.26666666666666666,1.3333333333333337,-1.833333333333333,-234.53333333333333,-61.43333333333332,356.6333333333334,-318.4000000000001,-24.16666666666667,12.566666666666672,78.63333333333334,-88.43333333333332,Riven,Hecarim,Ekko,Varus,8,6,8,2,Fighter,Fighter,Assassin,Marksman,Chogath,Nidalee,Malzahar,Thresh,5,8,6,7,Tank,Assassin,Mage,Support
1,2688,CLASSIC,0,3,2,5,1,0,0,1,0,1,1,0,57,90,89,90,52,58,78377,128576,58,53,84995,90639,5,5,1062715,1014040,34,26,162,234,39205,62955,165811,180399,730,665,210,211,0.2750000000000003,0.0,0.17499999999999993,0.0,167.79999999999995,0.0,-720.675,0.0,-19.999999999999982,0.0,-73.875,0.0,Tryndamere,LeeSin,Viktor,Samira,5,6,9,6,Fighter,Fighter,Mage,Marksman,Quinn,Elise,Chogath,Vayne,5,9,5,8,Marksman,Mage,Tank,Marksman
0,1700,CLASSIC,0,1,2,2,1,0,0,0,0,1,1,0,64,46,69,72,32,31,41157,51112,31,32,51511,56892,3,1,481699,589700,15,0,186,160,26572,25395,81978,91915,453,579,145,118,-2.85,0.35,-0.7,-0.5,-358.94999999999993,643.5,71.65,8.799999999999983,13.700000000000005,60.3,39.95,-28.949999999999992,Malphite,Hecarim,TwistedFate,Ashe,2,6,9,4,Tank,Fighter,Mage,Marksman,Gnar,Vi,Caitlyn,Tristana,8,4,6,4,Fighter,Fighter,Marksman,Marksman
0,2535,CLASSIC,0,1,3,3,0,1,0,0,1,0,0,0,76,50,83,88,42,40,37640,83893,40,43,70536,76643,3,3,794239,885808,33,42,189,141,66391,70315,142060,152176,616,711,156,234,0.0,0.6749999999999999,0.0,1.1999999999999995,0.0,-49.80000000000002,0.0,-403.275,0.0,14.349999999999998,0.0,-9.624999999999943,Garen,Nidalee,Fizz,Jhin,5,8,6,6,Fighter,Assassin,Assassin,Marksman,Akali,Rengar,,TahmKench,7,8,0,5,Assassin,Assassin,,Support
1,1485,CLASSIC,0,0,2,1,0,0,0,1,0,0,0,1,56,29,65,61,35,24,30803,16241,24,36,49463,42281,4,3,447073,340226,24,2,158,143,15287,26461,88266,63394,427,398,86,109,0.85,-0.3500000000000001,0.0,0.0,-261.9,-82.80000000000003,0.0,0.0,51.34999999999997,30.10000000000001,0.0,0.0,Nasus,Amumu,Lux,,6,3,5,0,Fighter,Tank,Mage,,Chogath,Udyr,Sylas,Ezreal,5,7,5,7,Tank,Fighter,Mage,Marksman
1,1931,CLASSIC,1,0,3,0,0,1,1,1,1,1,0,1,70,18,77,67,51,12,67092,17083,12,51,64992,44867,6,0,619109,442763,81,0,172,91,58537,18097,95660,67912,551,537,122,89,1.7333333333333332,-2.0,0.2999999999999999,2.1333333333333333,234.86666666666667,-202.83333333333331,147.26666666666662,-207.3,187.53333333333333,77.50000000000001,168.63333333333338,325.6,Chogath,Nunu,Akali,Pyke,5,4,7,7,Tank,Tank,Assassin,Support,Fiora,Lillia,Zed,Jhin,3,8,7,6,Fighter,Fighter,Assassin,Marksman
0,2609,CLASSIC,1,0,4,3,1,1,1,1,1,1,1,1,63,108,86,89,52,62,128092,54735,62,52,82546,85206,9,5,998910,998789,32,9,89,148,59037,48865,174443,167298,680,810,205,277,0.0,0.0,-2.05,0.9499999999999998,0.0,0.0,350.5499999999999,-394.8999999999999,0.0,0.0,-83.175,80.90000000000002,,LeeSin,MonkeyKing,Sivir,0,6,3,4,,Fighter,Fighter,Marksman,Jhin,JarvanIV,Veigar,Kaisa,6,5,7,6,Marksman,Tank,Mage,Marksman
0,2334,CLASSIC,0,2,1,4,0,2,0,0,0,0,0,0,54,50,88,88,39,51,45817,114486,51,39,76417,84439,5,5,1022059,1077799,1,50,119,165,67016,58150,126406,182281,893,778,130,203,0.0,0.0,0.45,1.2750000000000004,0.0,0.0,702.675,466.22500000000014,0.0,0.0,109.125,58.550000000000104,Yorick,Evelynn,Sett,Tristana,6,10,2,4,Fighter,Assassin,Fighter,Marksman,,XinZhao,Azir,Pyke,0,2,9,7,,Fighter,Mage,Support
0,2828,CLASSIC,0,2,3,4,0,1,0,0,1,1,0,0,86,60,88,90,53,58,55716,121276,58,53,84971,90701,3,7,957289,1149302,13,26,229,336,46273,49737,170839,153655,715,758,174,213,0.9750000000000002,-0.01666666666666672,0.19166666666666665,-2.225,440.65,307.875,-269.58333333333337,-684.8,2.5583333333333234,29.1,-68.61666666666667,-147.72500000000005,Gnar,Lillia,Lux,Caitlyn,8,8,5,6,Fighter,Fighter,Mage,Marksman,Yone,Nocturne,Fizz,Nautilus,8,4,6,6,Assassin,Assassin,Assassin,Tank
1,1847,CLASSIC,1,0,2,2,0,1,1,1,0,1,0,0,39,15,73,67,24,13,57177,43295,13,25,54430,50500,3,0,608369,640380,16,3,91,46,38946,21836,71323,60469,608,645,127,158,-0.4666666666666666,-0.3000000000000001,-0.19999999999999987,-0.6000000000000002,-140.79999999999995,2.000000000000057,41.566666666666656,-7.566666666666663,54.29999999999999,54.36666666666667,59.96666666666667,120.23333333333336,Camille,Warwick,Sylas,Kaisa,4,3,5,6,Fighter,Fighter,Mage,Marksman,Gangplank,MonkeyKing,Yone,Brand,9,3,8,4,Fighter,Fighter,Assassin,Mage
1,1943,CLASSIC,0,0,3,2,1,1,0,1,1,0,1,1,43,32,75,70,30,19,50382,40246,19,30,59132,50611,3,3,592656,618053,28,4,89,139,29790,22449,75575,72777,609,646,156,153,-0.8333333333333334,0.9333333333333336,0.0,0.0,-80.26666666666667,-48.56666666666664,0.0,0.0,-26.966666666666654,153.86666666666667,0.0,0.0,Sett,Shaco,Kassadin,Ezreal,2,9,8,7,Fighter,Assassin,Assassin,Marksman,Karma,LeeSin,Lux,Zyra,5,6,5,7,Mage,Fighter,Mage,Mage
1,193,CLASSIC,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,11,1,0,0,0,0,1,4977,4217,0,0,16913,12471,0,0,2,6,741,93,1689,2102,35,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,924,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,14,19,42,46,12,17,1734,25734,17,12,25606,31095,0,3,159061,233543,0,16,78,68,5630,13347,22775,34622,273,352,50,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1895,CLASSIC,0,1,1,4,0,1,0,1,0,0,0,1,45,60,70,77,30,44,26821,87876,45,31,54988,62474,3,1,544624,625100,12,8,146,184,28102,45919,103926,124486,559,570,121,136,1.8333333333333333,0.8333333333333334,0.0,0.0,386.8666666666666,-40.466666666666704,0.0,0.0,60.93333333333333,-31.50000000000001,0.0,0.0,Sett,Chogath,Thresh,Ezreal,2,5,7,7,Fighter,Tank,Support,Marksman,Karma,Olaf,Syndra,Leona,5,3,8,4,Mage,Fighter,Mage,Tank
0,1957,CLASSIC,0,1,0,5,1,1,0,0,0,0,1,0,53,57,75,81,34,42,23674,98609,42,34,56833,68956,1,5,584367,663378,0,31,134,198,20810,37910,102970,105748,586,613,108,148,0.0,-0.3333333333333333,0.0,0.3666666666666667,0.0,257.3666666666666,0.0,-244.1333333333334,0.0,10.76666666666668,0.0,-43.800000000000026,Veigar,Evelynn,,KogMaw,7,10,0,6,Mage,Assassin,,Marksman,Garen,Sejuani,TwistedFate,Morgana,5,4,9,1,Fighter,Tank,Mage,Mage
0,1622,CLASSIC,0,0,3,1,0,1,0,0,1,0,0,0,25,74,61,69,16,35,37148,37632,35,16,45817,53596,1,4,501399,509207,8,14,130,260,33550,38100,78034,83953,568,469,136,112,3.0,-0.65,0.0,0.0,-54.25000000000002,-63.19999999999999,0.0,0.0,85.80000000000003,-187.6,0.0,0.0,Aatrox,Warwick,Jinx,Ashe,4,3,6,4,Fighter,Fighter,Marksman,Marksman,Nocturne,Udyr,Galio,Sivir,4,7,5,4,Assassin,Fighter,Tank,Marksman
0,1715,CLASSIC,0,1,1,3,0,2,0,1,0,0,0,1,36,46,67,74,26,33,42823,75553,33,26,47728,55125,3,1,452681,507104,4,24,102,139,27640,41598,79429,84123,483,479,114,113,0.7500000000000001,1.0,0.65,-1.95,414.3,-205.45,-185.2,-111.0,33.45000000000002,58.80000000000001,-72.90000000000002,-192.24999999999997,Sett,Hecarim,Ezreal,Lux,2,6,7,5,Fighter,Fighter,Marksman,Mage,Kennen,Nunu,Viego,Morgana,4,4,5,1,Mage,Tank,Assassin,Mage
1,1967,CLASSIC,0,1,3,2,0,1,0,1,1,1,0,1,47,38,82,81,48,32,57402,59437,32,49,66437,61567,6,3,741892,660388,26,6,100,102,36722,34877,117313,105931,667,558,141,130,-1.1666666666666667,-0.6333333333333333,2.6333333333333333,2.3000000000000003,344.9666666666667,-57.99999999999999,-123.2,-21.99999999999996,-49.33333333333329,-136.5333333333333,85.39999999999998,-80.10000000000007,Gnar,Volibear,Diana,Kaisa,8,3,4,6,Fighter,Fighter,Fighter,Marksman,Lucian,Evelynn,Ekko,Ashe,6,10,8,4,Marksman,Assassin,Assassin,Marksman
0,1463,CLASSIC,0,0,0,3,0,1,0,1,0,0,0,0,19,41,58,64,15,25,10596,45871,25,15,37432,46829,1,2,344147,484119,1,29,75,64,14237,22493,50953,67094,442,496,103,126,1.5500000000000005,0.45,-3.55,-0.05000000000000026,-13.549999999999967,-211.40000000000006,-273.70000000000005,283.6500000000001,103.04999999999998,23.89999999999999,-145.50000000000003,-103.35000000000004,Gnar,Vi,Akali,Rell,8,4,7,0,Fighter,Fighter,Assassin,Tank,Garen,JarvanIV,Irelia,Ezreal,5,5,5,7,Fighter,Tank,Fighter,Marksman
1,1403,CLASSIC,1,0,3,0,2,0,1,1,1,1,1,1,37,6,64,58,30,8,78335,9824,8,30,46646,33942,4,0,447388,342848,14,0,74,95,20762,12819,62065,37712,429,453,126,76,0.09999999999999988,-0.04999999999999999,1.15,-1.5500000000000005,-14.399999999999993,177.99999999999997,-375.7,-430.85,-77.44999999999997,51.50000000000001,70.10000000000001,41.69999999999999,Irelia,LeeSin,Syndra,Lulu,5,6,8,5,Fighter,Fighter,Mage,Support,Garen,Graves,Yone,Pyke,5,3,8,7,Fighter,Marksman,Assassin,Support
1,1419,CLASSIC,0,0,3,0,0,1,0,1,1,0,0,1,48,24,63,56,41,13,40491,16209,13,41,50598,36631,7,0,471517,339394,29,6,144,69,35820,21984,74365,58465,493,406,122,90,2.7,-1.35,1.35,0.7000000000000004,198.55,-352.1500000000001,140.15,71.84999999999995,147.15,-82.85000000000005,95.15000000000002,127.45,Darius,Nocturne,Katarina,Galio,2,4,8,5,Fighter,Assassin,Assassin,Tank,Mordekaiser,Kayn,Qiyana,Rakan,4,8,8,5,Fighter,Fighter,Assassin,Support
1,1979,CLASSIC,1,0,5,0,2,0,1,1,1,1,1,1,50,31,83,75,42,25,106773,16010,25,42,67934,54619,5,1,809459,548682,49,0,80,167,42552,23113,100991,99802,633,617,149,125,0.6000000000000002,-0.5333333333333333,1.9333333333333331,-1.333333333333334,367.23333333333335,143.83333333333331,-269.0666666666666,490.0333333333333,126.56666666666663,93.36666666666667,38.56666666666669,222.56666666666675,Tryndamere,Garen,Lux,Samira,5,5,5,6,Fighter,Fighter,Mage,Marksman,Malzahar,Shaco,Akali,Morgana,6,9,7,1,Mage,Assassin,Assassin,Mage
1,1842,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,0,57,28,75,69,31,15,88682,21671,15,31,55758,48006,4,2,544184,512529,12,8,121,101,34624,32745,89009,71907,533,579,156,143,-3.0666666666666664,0.30000000000000004,1.6666666666666663,-0.6666666666666669,102.13333333333335,-308.23333333333335,-250.26666666666668,-139.9666666666667,-14.600000000000005,107.86666666666667,87.0,56.96666666666668,Mordekaiser,Graves,Galio,Lulu,4,3,5,5,Fighter,Marksman,Tank,Support,Akali,Gragas,Sett,Caitlyn,7,5,2,6,Assassin,Fighter,Fighter,Marksman
1,1364,CLASSIC,0,0,3,0,1,0,0,1,1,1,1,1,43,18,63,54,36,12,52269,5644,12,36,50971,33152,6,2,445886,269785,28,0,79,58,21216,14774,67955,41221,402,392,88,60,0.7999999999999997,0.20000000000000007,-1.1,1.3500000000000003,-79.49999999999997,-346.45,-307.5499999999999,-341.35,82.99999999999999,227.35,25.800000000000026,222.15,Yorick,MasterYi,Ahri,Caitlyn,6,4,5,6,Fighter,Assassin,Mage,Marksman,Viego,Nunu,Akali,Thresh,5,4,7,7,Assassin,Tank,Assassin,Support
1,1373,CLASSIC,0,0,3,0,1,0,0,0,1,0,1,1,41,3,60,54,28,6,34302,4112,6,28,39979,30079,3,0,359072,301252,13,2,78,79,30747,19669,60190,39338,429,388,84,83,2.0,-0.3,3.1500000000000004,-2.8,107.05,-166.4499999999999,1.4499999999999602,-169.85,21.950000000000035,-44.15000000000002,196.45,50.55,Volibear,Sejuani,Yone,Yuumi,3,4,8,2,Fighter,Tank,Assassin,Support,Akali,DrMundo,Zoe,Janna,7,5,5,7,Assassin,Fighter,Mage,Support
0,925,CLASSIC,0,0,0,1,0,1,0,1,0,0,0,0,5,11,36,48,8,13,2619,29645,13,8,20488,30348,0,2,149375,258242,4,12,47,54,10959,14145,22242,25722,215,321,41,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1389,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,19,16,57,62,18,24,11406,46951,24,18,36673,45686,3,2,301484,508452,0,28,96,90,21694,21571,46556,64904,444,526,77,114,0.0,-0.15000000000000002,0.0,-0.4500000000000002,0.0,228.04999999999995,0.0,108.9499999999999,0.0,-67.25000000000001,0.0,8.349999999999952,Irelia,Gragas,Kassadin,Rakan,5,5,8,5,Fighter,Fighter,Assassin,Support,,LeeSin,Yone,Nami,0,6,8,5,,Fighter,Assassin,Support
1,1794,CLASSIC,1,0,3,1,2,0,1,1,1,1,1,0,66,29,77,67,31,25,72867,26468,26,31,62181,49831,6,2,660849,534054,11,0,104,94,37660,31913,90443,77016,651,584,187,126,1.0,-1.2,0.0,0.0,178.80000000000004,209.3,0.0,0.0,28.249999999999986,28.85,0.0,0.0,TahmKench,Khazix,Pantheon,Ezreal,5,6,4,7,Support,Assassin,Fighter,Marksman,Malphite,Taliyah,Kaisa,Yuumi,2,5,6,2,Tank,Mage,Marksman,Support
0,2364,CLASSIC,2,1,5,1,1,1,1,1,1,0,0,0,76,74,86,86,41,40,85626,95297,40,41,75509,75365,7,4,784043,835829,16,8,280,144,45001,39394,140662,115970,648,705,225,214,0.7,0.0,0.0,0.0,-151.95000000000005,0.0,0.0,0.0,116.35,0.0,0.0,0.0,Teemo,Skarner,Qiyana,,6,5,8,0,Marksman,Fighter,Assassin,,Malphite,Sett,Lissandra,Caitlyn,2,2,6,6,Tank,Fighter,Mage,Marksman
1,1585,CLASSIC,1,0,3,1,1,0,1,0,1,1,1,0,58,37,69,62,38,24,60565,23517,24,39,55359,45641,7,6,511648,405341,10,4,72,95,42312,27092,98498,72349,481,446,100,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gnar,Viego,Sylas,Kaisa,8,5,5,6,Fighter,Assassin,Mage,Marksman,,Riven,Kled,Nami,0,8,7,5,,Fighter,Fighter,Support
0,1053,CLASSIC,0,0,0,1,0,2,0,0,0,0,0,0,12,26,50,57,9,29,5540,49532,29,9,27844,41679,1,4,248890,365387,0,17,35,27,12433,19260,34376,44260,372,422,42,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1556,CLASSIC,0,1,2,2,0,2,0,1,1,0,0,0,25,53,63,70,30,37,25581,83066,37,30,46326,56492,1,6,426563,555487,0,41,176,144,26192,42979,71017,85355,448,462,103,118,1.4,-1.1,0.15000000000000047,-0.5000000000000002,-28.449999999999967,-63.950000000000045,212.7,-63.34999999999998,19.700000000000006,-65.95000000000003,99.65,-51.39999999999999,Chogath,Nocturne,Katarina,Tristana,5,4,8,4,Tank,Assassin,Assassin,Marksman,Gragas,Hecarim,Talon,Morgana,5,6,7,1,Fighter,Fighter,Assassin,Mage
1,1351,CLASSIC,0,0,2,1,2,0,0,0,1,1,1,1,52,24,64,59,36,16,70757,13005,16,36,51455,36977,8,0,462639,307335,28,0,99,107,25641,12263,66142,45148,494,389,115,95,6.15,0.0,0.0,-1.0,307.1500000000001,0.0,0.0,-16.65,220.85,0.0,0.0,-37.74999999999999,Katarina,Gnar,Nautilus,Samira,8,8,6,6,Assassin,Fighter,Tank,Marksman,Yuumi,Amumu,Lux,Jinx,2,3,5,6,Support,Tank,Mage,Marksman
1,2501,CLASSIC,2,1,4,2,1,0,1,1,1,1,1,1,42,63,86,89,44,39,105052,56835,40,45,85863,76089,7,2,977322,960698,87,0,111,172,56585,29266,135140,112230,721,815,210,164,3.5249999999999995,0.0,0.0,0.0,-146.77500000000003,0.0,0.0,0.0,181.225,0.0,0.0,0.0,Yasuo,Pyke,,Ezreal,10,7,0,7,Fighter,Support,,Marksman,Poppy,Ekko,Veigar,Seraphine,6,8,7,0,Tank,Assassin,Mage,Mage
1,2204,CLASSIC,1,0,3,1,0,2,1,1,0,1,0,0,72,40,85,78,54,40,62686,44229,40,54,73923,69782,8,3,738370,730896,13,28,138,129,46381,30744,143373,117281,536,676,122,160,0.0,0.0,-1.475,0.5250000000000004,0.0,0.0,-79.19999999999997,-155.87499999999997,0.0,0.0,25.9,239.8,Viego,Garen,Zed,Shaco,5,5,7,9,Assassin,Fighter,Assassin,Assassin,,Elise,Lucian,Pyke,0,9,6,7,,Mage,Marksman,Support
1,1376,CLASSIC,0,0,3,0,2,0,0,1,1,1,1,1,38,8,68,57,28,5,60622,10732,5,28,48637,34596,2,1,519163,408278,36,4,75,44,39079,24777,57330,44975,572,540,119,60,0.6999999999999995,0.5499999999999999,0.0,0.0,144.95,240.90000000000003,0.0,0.0,64.29999999999998,196.35,0.0,0.0,Renekton,Hecarim,Caitlyn,,3,6,6,0,Fighter,Fighter,Marksman,,Singed,Viego,Corki,Yuumi,5,5,6,2,Tank,Assassin,Marksman,Support
0,912,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,2,7,43,48,3,11,2069,24662,11,3,20136,28394,0,1,180988,253059,0,5,42,36,5559,16741,16900,24264,304,359,44,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1713,CLASSIC,0,1,0,4,0,2,0,1,0,0,0,0,36,48,66,72,18,30,12075,82103,30,18,46300,57781,1,7,538079,569972,0,22,123,98,18551,51553,77001,80833,610,576,116,129,0.6499999999999999,0.0,0.0,-1.5499999999999996,186.2,0.0,0.0,-385.40000000000015,-10.199999999999989,0.0,0.0,-84.70000000000003,Sion,Yasuo,,Ezreal,5,10,0,7,Tank,Fighter,,Marksman,Garen,XinZhao,Akali,Kayle,5,2,7,7,Fighter,Fighter,Assassin,Fighter
0,1641,CLASSIC,0,1,2,2,1,0,0,0,1,0,1,0,25,32,65,69,22,29,28146,64114,29,22,44941,54250,2,1,428707,605664,8,28,80,84,21730,22817,68856,70515,483,586,143,97,0.0,0.0,0.0,-0.2999999999999998,0.0,0.0,0.0,-109.75000000000004,0.0,0.0,0.0,-62.04999999999997,,Heimerdinger,,Seraphine,0,8,0,0,,Mage,,Mage,Malphite,Diana,Irelia,Caitlyn,2,4,5,6,Tank,Fighter,Fighter,Marksman
0,2044,CLASSIC,1,1,3,1,0,1,1,0,1,0,0,0,34,62,76,82,26,39,62939,71329,39,26,59729,70562,1,3,718120,835142,25,40,95,139,37298,44069,87848,114028,655,734,154,179,0.0,-0.5666666666666667,-1.7166666666666677,2.5000000000000004,0.0,217.4,7.383333333333364,157.4333333333334,0.0,-51.0,-61.21666666666661,89.7,,MasterYi,Yasuo,Lucian,0,4,10,6,,Assassin,Fighter,Marksman,,Taliyah,Yone,Senna,0,5,8,7,,Mage,Assassin,Marksman
0,2621,CLASSIC,2,1,1,4,1,1,1,0,0,1,0,1,60,64,89,90,43,42,103555,90538,42,43,84446,86465,3,4,980028,1301483,17,26,151,226,62122,37172,127633,169307,831,968,277,205,0.5750000000000001,-0.07499999999999996,-0.3250000000000001,-1.6999999999999995,-42.250000000000036,69.67499999999998,211.95,271.575,56.72499999999997,86.65,-41.52499999999998,-86.275,Tryndamere,Elise,Yasuo,Thresh,5,9,10,7,Fighter,Mage,Fighter,Support,Jax,Amumu,Rumble,Jinx,5,3,10,6,Fighter,Tank,Fighter,Marksman
